facility_id,report_year,report_month,numerator,denominator,readmission_rate_pct,performance_status,kpi_name,facility_name,region
NH-006,2025,7,7,28,25.0,ALERT,30-Day Readmission Rate,Watertown Care Center 1,North Country
NH-006,2025,8,5,26,19.23,WARNING,30-Day Readmission Rate,Watertown Care Center 1,North Country
NH-006,2025,9,7,29,24.14,ALERT,30-Day Readmission Rate,Watertown Care Center 1,North Country
NH-006,2025,10,4,28,14.29,ON TARGET,30-Day Readmission Rate,Watertown Care Center 1,North Country
NH-006,2025,11,3,29,10.34,ON TARGET,30-Day Readmission Rate,Watertown Care Center 1,North Country
NH-006,2025,12,2,28,7.14,ON TARGET,30-Day Readmission Rate,Watertown Care Center 1,North Country
NH-006,2026,1,5,28,17.86,ON TARGET,30-Day Readmission Rate,Watertown Care Center 1,North Country
NH-006,2026,2,4,29,13.79,ON TARGET,30-Day Readmission Rate,Watertown Care Center 1,North Country
NH-006,2026,3,5,29,17.24,ON TARGET,30-Day Readmission Rate,Watertown Care Center 1,North Country
NH-006,2026,4,4,29,13.79,ON TARGET,30-Day Readmission Rate,Watertown Care Center 1,North Country
NH-007,2025,4,10,52,19.23,WARNING,30-Day Readmission Rate,Niagara Falls Care Center 2,Western NY
NH-007,2025,5,12,50,24.0,ALERT,30-Day Readmission Rate,Niagara Falls Care Center 2,Western NY
NH-007,2025,6,12,50,24.0,ALERT,30-Day Readmission Rate,Niagara Falls Care Center 2,Western NY
NH-007,2025,7,13,53,24.53,ALERT,30-Day Readmission Rate,Niagara Falls Care Center 2,Western NY
NH-007,2025,8,6,52,11.54,ON TARGET,30-Day Readmission Rate,Niagara Falls Care Center 2,Western NY
NH-007,2025,9,4,52,7.69,ON TARGET,30-Day Readmission Rate,Niagara Falls Care Center 2,Western NY
NH-007,2025,10,16,53,30.19,ALERT,30-Day Readmission Rate,Niagara Falls Care Center 2,Western NY
NH-007,2025,11,10,52,19.23,WARNING,30-Day Readmission Rate,Niagara Falls Care Center 2,Western NY
NH-007,2025,12,8,48,16.67,ON TARGET,30-Day Readmission Rate,Niagara Falls Care Center 2,Western NY
NH-007,2026,1,15,52,28.85,ALERT,30-Day Readmission Rate,Niagara Falls Care Center 2,Western NY
NH-007,2026,2,10,49,20.41,WARNING,30-Day Readmission Rate,Niagara Falls Care Center 2,Western NY
NH-007,2026,3,9,51,17.65,ON TARGET,30-Day Readmission Rate,Niagara Falls Care Center 2,Western NY
NH-007,2026,4,8,52,15.38,ON TARGET,30-Day Readmission Rate,Niagara Falls Care Center 2,Western NY
NH-008,2025,4,15,31,48.39,ALERT,30-Day Readmission Rate,Rome Care Center 2,Central NY
NH-008,2025,5,6,29,20.69,WARNING,30-Day Readmission Rate,Rome Care Center 2,Central NY
NH-008,2025,6,7,31,22.58,ALERT,30-Day Readmission Rate,Rome Care Center 2,Central NY
NH-008,2025,7,9,30,30.0,ALERT,30-Day Readmission Rate,Rome Care Center 2,Central NY
NH-008,2025,8,8,32,25.0,ALERT,30-Day Readmission Rate,Rome Care Center 2,Central NY
NH-008,2025,9,5,32,15.62,ON TARGET,30-Day Readmission Rate,Rome Care Center 2,Central NY
NH-008,2025,10,11,31,35.48,ALERT,30-Day Readmission Rate,Rome Care Center 2,Central NY
NH-008,2025,11,9,30,30.0,ALERT,30-Day Readmission Rate,Rome Care Center 2,Central NY
NH-008,2025,12,9,31,29.03,ALERT,30-Day Readmission Rate,Rome Care Center 2,Central NY
NH-008,2026,1,10,32,31.25,ALERT,30-Day Readmission Rate,Rome Care Center 2,Central NY
NH-008,2026,2,10,32,31.25,ALERT,30-Day Readmission Rate,Rome Care Center 2,Central NY
NH-008,2026,3,4,31,12.9,ON TARGET,30-Day Readmission Rate,Rome Care Center 2,Central NY
NH-008,2026,4,7,31,22.58,ALERT,30-Day Readmission Rate,Rome Care Center 2,Central NY
NH-009,2025,4,10,38,26.32,ALERT,30-Day Readmission Rate,Saratoga Springs Care Center 2,Capital Region
NH-009,2025,5,9,40,22.5,ALERT,30-Day Readmission Rate,Saratoga Springs Care Center 2,Capital Region
NH-009,2025,6,6,38,15.79,ON TARGET,30-Day Readmission Rate,Saratoga Springs Care Center 2,Capital Region
NH-009,2025,7,9,39,23.08,ALERT,30-Day Readmission Rate,Saratoga Springs Care Center 2,Capital Region
NH-009,2025,8,9,39,23.08,ALERT,30-Day Readmission Rate,Saratoga Springs Care Center 2,Capital Region
NH-009,2025,9,6,39,15.38,ON TARGET,30-Day Readmission Rate,Saratoga Springs Care Center 2,Capital Region
NH-009,2025,10,7,40,17.5,ON TARGET,30-Day Readmission Rate,Saratoga Springs Care Center 2,Capital Region
NH-009,2025,11,11,40,27.5,ALERT,30-Day Readmission Rate,Saratoga Springs Care Center 2,Capital Region
NH-009,2025,12,8,40,20.0,WARNING,30-Day Readmission Rate,Saratoga Springs Care Center 2,Capital Region
NH-009,2026,1,4,36,11.11,ON TARGET,30-Day Readmission Rate,Saratoga Springs Care Center 2,Capital Region
NH-009,2026,2,10,39,25.64,ALERT,30-Day Readmission Rate,Saratoga Springs Care Center 2,Capital Region
NH-009,2026,3,12,38,31.58,ALERT,30-Day Readmission Rate,Saratoga Springs Care Center 2,Capital Region
NH-009,2026,4,12,40,30.0,ALERT,30-Day Readmission Rate,Saratoga Springs Care Center 2,Capital Region
NH-010,2025,4,9,38,23.68,ALERT,30-Day Readmission Rate,Staten Island Care Center 2,NYC Metro
NH-010,2025,5,9,37,24.32,ALERT,30-Day Readmission Rate,Staten Island Care Center 2,NYC Metro
NH-010,2025,6,7,38,18.42,WARNING,30-Day Readmission Rate,Staten Island Care Center 2,NYC Metro
NH-010,2025,7,8,36,22.22,ALERT,30-Day Readmission Rate,Staten Island Care Center 2,NYC Metro
NH-010,2025,8,6,37,16.22,ON TARGET,30-Day Readmission Rate,Staten Island Care Center 2,NYC Metro
NH-010,2025,9,11,37,29.73,ALERT,30-Day Readmission Rate,Staten Island Care Center 2,NYC Metro
NH-010,2025,10,9,36,25.0,ALERT,30-Day Readmission Rate,Staten Island Care Center 2,NYC Metro
NH-010,2025,11,8,37,21.62,WARNING,30-Day Readmission Rate,Staten Island Care Center 2,NYC Metro
NH-010,2025,12,14,37,37.84,ALERT,30-Day Readmission Rate,Staten Island Care Center 2,NYC Metro
NH-010,2026,1,7,36,19.44,WARNING,30-Day Readmission Rate,Staten Island Care Center 2,NYC Metro
NH-010,2026,2,5,37,13.51,ON TARGET,30-Day Readmission Rate,Staten Island Care Center 2,NYC Metro
NH-010,2026,3,15,37,40.54,ALERT,30-Day Readmission Rate,Staten Island Care Center 2,NYC Metro
NH-010,2026,4,4,37,10.81,ON TARGET,30-Day Readmission Rate,Staten Island Care Center 2,NYC Metro
NH-011,2025,4,7,44,15.91,ON TARGET,30-Day Readmission Rate,Hempstead Care Center 2,Long Island
NH-011,2025,5,7,45,15.56,ON TARGET,30-Day Readmission Rate,Hempstead Care Center 2,Long Island
NH-011,2025,6,8,44,18.18,WARNING,30-Day Readmission Rate,Hempstead Care Center 2,Long Island
NH-011,2025,7,8,44,18.18,WARNING,30-Day Readmission Rate,Hempstead Care Center 2,Long Island
NH-011,2025,8,4,45,8.89,ON TARGET,30-Day Readmission Rate,Hempstead Care Center 2,Long Island
NH-011,2025,9,3,44,6.82,ON TARGET,30-Day Readmission Rate,Hempstead Care Center 2,Long Island
NH-011,2025,10,8,46,17.39,ON TARGET,30-Day Readmission Rate,Hempstead Care Center 2,Long Island
NH-011,2025,11,11,43,25.58,ALERT,30-Day Readmission Rate,Hempstead Care Center 2,Long Island
NH-011,2025,12,10,46,21.74,WARNING,30-Day Readmission Rate,Hempstead Care Center 2,Long Island
NH-011,2026,1,7,46,15.22,ON TARGET,30-Day Readmission Rate,Hempstead Care Center 2,Long Island
NH-011,2026,2,6,44,13.64,ON TARGET,30-Day Readmission Rate,Hempstead Care Center 2,Long Island
NH-011,2026,3,6,44,13.64,ON TARGET,30-Day Readmission Rate,Hempstead Care Center 2,Long Island
NH-011,2026,4,7,44,15.91,ON TARGET,30-Day Readmission Rate,Hempstead Care Center 2,Long Island
NH-012,2025,4,12,50,24.0,ALERT,30-Day Readmission Rate,Plattsburgh Care Center 2,North Country
NH-012,2025,5,8,53,15.09,ON TARGET,30-Day Readmission Rate,Plattsburgh Care Center 2,North Country
NH-012,2025,6,7,54,12.96,ON TARGET,30-Day Readmission Rate,Plattsburgh Care Center 2,North Country
NH-012,2025,7,11,51,21.57,WARNING,30-Day Readmission Rate,Plattsburgh Care Center 2,North Country
NH-012,2025,8,11,53,20.75,WARNING,30-Day Readmission Rate,Plattsburgh Care Center 2,North Country
NH-012,2025,9,17,50,34.0,ALERT,30-Day Readmission Rate,Plattsburgh Care Center 2,North Country
NH-012,2025,10,18,51,35.29,ALERT,30-Day Readmission Rate,Plattsburgh Care Center 2,North Country
NH-012,2025,11,13,53,24.53,ALERT,30-Day Readmission Rate,Plattsburgh Care Center 2,North Country
NH-012,2025,12,14,53,26.42,ALERT,30-Day Readmission Rate,Plattsburgh Care Center 2,North Country
NH-012,2026,1,13,51,25.49,ALERT,30-Day Readmission Rate,Plattsburgh Care Center 2,North Country
NH-012,2026,2,16,51,31.37,ALERT,30-Day Readmission Rate,Plattsburgh Care Center 2,North Country
NH-012,2026,3,13,53,24.53,ALERT,30-Day Readmission Rate,Plattsburgh Care Center 2,North Country
NH-012,2026,4,12,53,22.64,ALERT,30-Day Readmission Rate,Plattsburgh Care Center 2,North Country
NH-013,2025,4,7,53,13.21,ON TARGET,30-Day Readmission Rate,Lockport Care Center 3,Western NY
NH-013,2025,5,15,58,25.86,ALERT,30-Day Readmission Rate,Lockport Care Center 3,Western NY
NH-013,2025,6,13,58,22.41,ALERT,30-Day Readmission Rate,Lockport Care Center 3,Western NY
NH-013,2025,7,11,55,20.0,WARNING,30-Day Readmission Rate,Lockport Care Center 3,Western NY
NH-013,2025,8,12,57,21.05,WARNING,30-Day Readmission Rate,Lockport Care Center 3,Western NY
NH-013,2025,9,11,56,19.64,WARNING,30-Day Readmission Rate,Lockport Care Center 3,Western NY
NH-013,2025,10,7,56,12.5,ON TARGET,30-Day Readmission Rate,Lockport Care Center 3,Western NY
NH-013,2025,11,4,55,7.27,ON TARGET,30-Day Readmission Rate,Lockport Care Center 3,Western NY
NH-013,2025,12,10,56,17.86,ON TARGET,30-Day Readmission Rate,Lockport Care Center 3,Western NY
NH-013,2026,1,12,57,21.05,WARNING,30-Day Readmission Rate,Lockport Care Center 3,Western NY
NH-013,2026,2,17,57,29.82,ALERT,30-Day Readmission Rate,Lockport Care Center 3,Western NY
NH-013,2026,3,14,56,25.0,ALERT,30-Day Readmission Rate,Lockport Care Center 3,Western NY
NH-013,2026,4,15,57,26.32,ALERT,30-Day Readmission Rate,Lockport Care Center 3,Western NY
NH-014,2025,4,10,41,24.39,ALERT,30-Day Readmission Rate,Auburn Care Center 3,Central NY
NH-014,2025,5,18,41,43.9,ALERT,30-Day Readmission Rate,Auburn Care Center 3,Central NY
NH-014,2025,6,13,40,32.5,ALERT,30-Day Readmission Rate,Auburn Care Center 3,Central NY
NH-014,2025,7,10,40,25.0,ALERT,30-Day Readmission Rate,Auburn Care Center 3,Central NY
NH-014,2025,8,5,40,12.5,ON TARGET,30-Day Readmission Rate,Auburn Care Center 3,Central NY
NH-014,2025,9,10,40,25.0,ALERT,30-Day Readmission Rate,Auburn Care Center 3,Central NY
NH-014,2025,10,9,41,21.95,WARNING,30-Day Readmission Rate,Auburn Care Center 3,Central NY
NH-014,2025,11,11,40,27.5,ALERT,30-Day Readmission Rate,Auburn Care Center 3,Central NY
NH-014,2025,12,9,41,21.95,WARNING,30-Day Readmission Rate,Auburn Care Center 3,Central NY
NH-014,2026,1,13,40,32.5,ALERT,30-Day Readmission Rate,Auburn Care Center 3,Central NY
NH-014,2026,2,8,38,21.05,WARNING,30-Day Readmission Rate,Auburn Care Center 3,Central NY
NH-014,2026,3,7,40,17.5,ON TARGET,30-Day Readmission Rate,Auburn Care Center 3,Central NY
NH-014,2026,4,9,40,22.5,ALERT,30-Day Readmission Rate,Auburn Care Center 3,Central NY
NH-015,2025,4,8,46,17.39,ON TARGET,30-Day Readmission Rate,Glens Falls Care Center 3,Capital Region
NH-015,2025,5,8,47,17.02,ON TARGET,30-Day Readmission Rate,Glens Falls Care Center 3,Capital Region
NH-015,2025,6,5,48,10.42,ON TARGET,30-Day Readmission Rate,Glens Falls Care Center 3,Capital Region
NH-015,2025,7,8,47,17.02,ON TARGET,30-Day Readmission Rate,Glens Falls Care Center 3,Capital Region
NH-015,2025,8,10,45,22.22,ALERT,30-Day Readmission Rate,Glens Falls Care Center 3,Capital Region
NH-015,2025,9,10,48,20.83,WARNING,30-Day Readmission Rate,Glens Falls Care Center 3,Capital Region
NH-015,2025,10,4,48,8.33,ON TARGET,30-Day Readmission Rate,Glens Falls Care Center 3,Capital Region
NH-015,2025,11,9,47,19.15,WARNING,30-Day Readmission Rate,Glens Falls Care Center 3,Capital Region
NH-015,2025,12,8,45,17.78,ON TARGET,30-Day Readmission Rate,Glens Falls Care Center 3,Capital Region
NH-015,2026,1,6,46,13.04,ON TARGET,30-Day Readmission Rate,Glens Falls Care Center 3,Capital Region
NH-015,2026,2,7,47,14.89,ON TARGET,30-Day Readmission Rate,Glens Falls Care Center 3,Capital Region
NH-015,2026,3,9,47,19.15,WARNING,30-Day Readmission Rate,Glens Falls Care Center 3,Capital Region
NH-015,2026,4,12,48,25.0,ALERT,30-Day Readmission Rate,Glens Falls Care Center 3,Capital Region
NH-016,2025,4,12,31,38.71,ALERT,30-Day Readmission Rate,Bronx Care Center 3,NYC Metro
NH-016,2025,5,8,31,25.81,ALERT,30-Day Readmission Rate,Bronx Care Center 3,NYC Metro
NH-016,2025,6,15,31,48.39,ALERT,30-Day Readmission Rate,Bronx Care Center 3,NYC Metro
NH-016,2025,7,11,31,35.48,ALERT,30-Day Readmission Rate,Bronx Care Center 3,NYC Metro
NH-016,2025,8,7,30,23.33,ALERT,30-Day Readmission Rate,Bronx Care Center 3,NYC Metro
NH-016,2025,9,6,31,19.35,WARNING,30-Day Readmission Rate,Bronx Care Center 3,NYC Metro
NH-016,2025,10,8,31,25.81,ALERT,30-Day Readmission Rate,Bronx Care Center 3,NYC Metro
NH-016,2025,11,6,31,19.35,WARNING,30-Day Readmission Rate,Bronx Care Center 3,NYC Metro
NH-016,2025,12,8,30,26.67,ALERT,30-Day Readmission Rate,Bronx Care Center 3,NYC Metro
NH-016,2026,1,9,29,31.03,ALERT,30-Day Readmission Rate,Bronx Care Center 3,NYC Metro
NH-016,2026,2,10,31,32.26,ALERT,30-Day Readmission Rate,Bronx Care Center 3,NYC Metro
NH-016,2026,3,7,30,23.33,ALERT,30-Day Readmission Rate,Bronx Care Center 3,NYC Metro
NH-016,2026,4,9,30,30.0,ALERT,30-Day Readmission Rate,Bronx Care Center 3,NYC Metro
NH-017,2025,4,7,33,21.21,WARNING,30-Day Readmission Rate,Babylon Care Center 3,Long Island
NH-017,2025,5,5,34,14.71,ON TARGET,30-Day Readmission Rate,Babylon Care Center 3,Long Island
NH-017,2025,6,3,34,8.82,ON TARGET,30-Day Readmission Rate,Babylon Care Center 3,Long Island
NH-017,2025,7,4,33,12.12,ON TARGET,30-Day Readmission Rate,Babylon Care Center 3,Long Island
NH-017,2025,8,5,33,15.15,ON TARGET,30-Day Readmission Rate,Babylon Care Center 3,Long Island
NH-017,2025,9,4,32,12.5,ON TARGET,30-Day Readmission Rate,Babylon Care Center 3,Long Island
NH-017,2025,10,5,33,15.15,ON TARGET,30-Day Readmission Rate,Babylon Care Center 3,Long Island
NH-017,2025,11,8,34,23.53,ALERT,30-Day Readmission Rate,Babylon Care Center 3,Long Island
NH-017,2025,12,5,34,14.71,ON TARGET,30-Day Readmission Rate,Babylon Care Center 3,Long Island
NH-017,2026,1,4,33,12.12,ON TARGET,30-Day Readmission Rate,Babylon Care Center 3,Long Island
NH-017,2026,2,7,34,20.59,WARNING,30-Day Readmission Rate,Babylon Care Center 3,Long Island
NH-017,2026,3,8,34,23.53,ALERT,30-Day Readmission Rate,Babylon Care Center 3,Long Island
NH-017,2026,4,3,34,8.82,ON TARGET,30-Day Readmission Rate,Babylon Care Center 3,Long Island
NH-018,2025,4,12,52,23.08,ALERT,30-Day Readmission Rate,Ogdensburg Care Center 3,North Country
NH-018,2025,5,13,53,24.53,ALERT,30-Day Readmission Rate,Ogdensburg Care Center 3,North Country
NH-018,2025,6,13,50,26.0,ALERT,30-Day Readmission Rate,Ogdensburg Care Center 3,North Country
NH-018,2025,7,15,52,28.85,ALERT,30-Day Readmission Rate,Ogdensburg Care Center 3,North Country
NH-018,2025,8,12,51,23.53,ALERT,30-Day Readmission Rate,Ogdensburg Care Center 3,North Country
NH-018,2025,9,13,51,25.49,ALERT,30-Day Readmission Rate,Ogdensburg Care Center 3,North Country
NH-018,2025,10,9,53,16.98,ON TARGET,30-Day Readmission Rate,Ogdensburg Care Center 3,North Country
NH-018,2025,11,13,51,25.49,ALERT,30-Day Readmission Rate,Ogdensburg Care Center 3,North Country
NH-018,2025,12,13,51,25.49,ALERT,30-Day Readmission Rate,Ogdensburg Care Center 3,North Country
NH-018,2026,1,12,52,23.08,ALERT,30-Day Readmission Rate,Ogdensburg Care Center 3,North Country
NH-018,2026,2,14,53,26.42,ALERT,30-Day Readmission Rate,Ogdensburg Care Center 3,North Country
NH-018,2026,3,15,51,29.41,ALERT,30-Day Readmission Rate,Ogdensburg Care Center 3,North Country
NH-018,2026,4,8,52,15.38,ON TARGET,30-Day Readmission Rate,Ogdensburg Care Center 3,North Country
NH-019,2025,4,8,41,19.51,WARNING,30-Day Readmission Rate,Batavia Care Center 4,Western NY
NH-019,2025,5,11,41,26.83,ALERT,30-Day Readmission Rate,Batavia Care Center 4,Western NY
NH-019,2025,6,7,40,17.5,ON TARGET,30-Day Readmission Rate,Batavia Care Center 4,Western NY
NH-019,2025,7,8,40,20.0,WARNING,30-Day Readmission Rate,Batavia Care Center 4,Western NY
NH-019,2025,8,9,40,22.5,ALERT,30-Day Readmission Rate,Batavia Care Center 4,Western NY
NH-019,2025,9,8,36,22.22,ALERT,30-Day Readmission Rate,Batavia Care Center 4,Western NY
NH-019,2025,10,8,40,20.0,WARNING,30-Day Readmission Rate,Batavia Care Center 4,Western NY
NH-019,2025,11,9,39,23.08,ALERT,30-Day Readmission Rate,Batavia Care Center 4,Western NY
NH-019,2025,12,10,38,26.32,ALERT,30-Day Readmission Rate,Batavia Care Center 4,Western NY
NH-019,2026,1,11,41,26.83,ALERT,30-Day Readmission Rate,Batavia Care Center 4,Western NY
NH-019,2026,2,10,39,25.64,ALERT,30-Day Readmission Rate,Batavia Care Center 4,Western NY
NH-019,2026,3,12,40,30.0,ALERT,30-Day Readmission Rate,Batavia Care Center 4,Western NY
NH-019,2026,4,7,40,17.5,ON TARGET,30-Day Readmission Rate,Batavia Care Center 4,Western NY
NH-020,2025,4,15,46,32.61,ALERT,30-Day Readmission Rate,Cortland Care Center 4,Central NY
NH-020,2025,5,16,46,34.78,ALERT,30-Day Readmission Rate,Cortland Care Center 4,Central NY
NH-020,2025,6,13,45,28.89,ALERT,30-Day Readmission Rate,Cortland Care Center 4,Central NY
NH-020,2025,7,15,45,33.33,ALERT,30-Day Readmission Rate,Cortland Care Center 4,Central NY
NH-020,2025,8,11,45,24.44,ALERT,30-Day Readmission Rate,Cortland Care Center 4,Central NY
NH-020,2025,9,14,47,29.79,ALERT,30-Day Readmission Rate,Cortland Care Center 4,Central NY
NH-020,2025,10,15,47,31.91,ALERT,30-Day Readmission Rate,Cortland Care Center 4,Central NY
NH-020,2025,11,13,45,28.89,ALERT,30-Day Readmission Rate,Cortland Care Center 4,Central NY
NH-020,2025,12,8,47,17.02,ON TARGET,30-Day Readmission Rate,Cortland Care Center 4,Central NY
NH-020,2026,1,7,45,15.56,ON TARGET,30-Day Readmission Rate,Cortland Care Center 4,Central NY
NH-020,2026,2,13,45,28.89,ALERT,30-Day Readmission Rate,Cortland Care Center 4,Central NY
NH-020,2026,3,15,45,33.33,ALERT,30-Day Readmission Rate,Cortland Care Center 4,Central NY
NH-020,2026,4,9,47,19.15,WARNING,30-Day Readmission Rate,Cortland Care Center 4,Central NY
NH-021,2025,4,7,39,17.95,ON TARGET,30-Day Readmission Rate,Albany Care Center 4,Capital Region
NH-021,2025,5,8,39,20.51,WARNING,30-Day Readmission Rate,Albany Care Center 4,Capital Region
